losses/all_loss,returns/int_advantages,charts/time_per_it,charts/iqm_upper,losses/clipfrac,returns/ext_advantages,losses/approx_kl,losses/int_value_loss,losses/policy_loss,losses/entropy,charts/iqm_lower,_runtime,rewards/rewards_mean,charts/iterations,returns/values_int,losses/ext_value_loss,rewards/intrinsic_rewards_mean,losses/old_approx_kl,returns/ret_int,charts/max_traj_len,losses/fwd_loss,charts/SPS,charts/game_score,returns/values_ext,returns/advantages,rewards/rewards_min,charts/iqm,charts/game_score_upper,rewards/intrinsic_rewards_min,charts/learning_rate,_timestamp,charts/traj_len,charts/game_score_lower,rewards/intrinsic_rewards_max,charts/min_traj_len,rewards/rewards_max,charts/episode_return,charts/max_game_score,charts/min_game_score,_step,returns/ret_ext,rewards/num_envs_with_pos_rews
0.08679983764886856,0.014391275122761726,9.126070976257324,0.06399730430875811,0.1162872314453125,0.0006124519277364016,0.0024371084291487932,0.008007160387933254,-0.0027412381023168564,0.9305350184440613,0.05589030275801099,8653,0.004416009411215782,824.0,1.4259274005889893,0.006199901923537254,0.01570628024637699,0.0010166196152567863,1.4403185844421387,1267.0,0.08336807787418365,1561.0,732.578125,0.5573756694793701,0.015616179443895817,0.0,0.058109537819388685,777.98046875,0.0005503520951606333,0.0001,1732320881.0,764.359375,687.576171875,0.10370048135519028,0.0,0.06385868787765503,,1710.0,0.0,13500416.0,0.5579881072044373,121.0
,,,,,,,,,,,8656,,,,,,,,,,,,,,,,,,,1732320884.0,,,,,,750.0,,,13509504.0,,
,,,,,,,,,,,8694,,,,,,,,,,,,,,,,,,,1732320922.0,,,,,,690.0,,,13576192.0,,
,,,,,,,,,,,8758,,,,,,,,,,,,,,,,,,,1732320986.0,,,,,,1040.0,,,13691008.0,,
,,,,,,,,,,,8843,,,,,,,,,,,,,,,,,,,1732321071.0,,,,,,600.0,,,13842688.0,,
,,,,,,,,,,,8918,,,,,,,,,,,,,,,,,,,1732321146.0,,,,,,470.0,,,13970432.0,,
,,,,,,,,,,,8974,,,,,,,,,,,,,,,,,,,1732321202.0,,,,,,540.0,,,14066432.0,,
,,,,,,,,,,,9078,,,,,,,,,,,,,,,,,,,1732321306.0,,,,,,680.0,,,14251776.0,,
,,,,,,,,,,,9094,,,,,,,,,,,,,,,,,,,1732321322.0,,,,,,510.0,,,14278272.0,,
,,,,,,,,,,,9144,,,,,,,,,,,,,,,,,,,1732321372.0,,,,,,700.0,,,14368640.0,,
,,,,,,,,,,,9377,,,,,,,,,,,,,,,,,,,1732321605.0,,,,,,630.0,,,14778112.0,,
,,,,,,,,,,,9502,,,,,,,,,,,,,,,,,,,1732321730.0,,,,,,740.0,,,14994176.0,,
,,,,,,,,,,,9550,,,,,,,,,,,,,,,,,,,1732321778.0,,,,,,570.0,,,15081088.0,,
0.07833777368068695,0.006596418563276529,8.965415239334106,0.09359521967709677,0.0609283447265625,-0.00887097418308258,0.00376174901612103,0.006640930660068989,-0.002184954471886158,0.8335338830947876,0.0708786313932086,9631,0.004356032703071833,929.0,1.4730024337768555,0.004762762691825628,0.01531712245196104,0.004490073770284653,1.479598879814148,1499.0,0.07565441727638245,1581.0,868.4375,0.6196416616439819,-0.011145530268549919,0.0,0.08177383005550806,930.017578125,0.0005671365070156753,0.0001,1732321859.0,826.46875,809.833984375,0.08732981234788895,0.0,0.061791546642780304,,2690.0,0.0,15220736.0,0.6107706427574158,113.0
,,,,,,,,,,,9641,,,,,,,,,,,,,,,,,,,1732321869.0,,,,,,480.0,,,15237504.0,,
,,,,,,,,,,,9855,,,,,,,,,,,,,,,,,,,1732322083.0,,,,,,1640.0,,,15616768.0,,
0.0761893168091774,0.003513200441375375,8.998545169830322,0.09642700890592618,0.0745697021484375,0.009328795596957207,0.0017633317038416862,0.006878763437271118,-0.00425644451752305,0.8472711443901062,0.07491005304424701,9864,0.005706035532057285,954.0,1.554892897605896,0.006560754030942917,0.01530454307794571,0.0019131957087665796,1.558406114578247,1355.0,0.07457327097654343,1586.0,872.03125,0.6445614695549011,0.022170789539813995,0.0,0.08553294250641313,922.505859375,0.0005904897698201239,0.0001,1732322092.0,837.3125,821.951171875,0.0995410606265068,0.0,0.06142423674464226,,1820.0,0.0,15630336.0,0.6538902521133423,121.0
,,,,,,,,,,,9902,,,,,,,,,,,,,,,,,,,1732322130.0,,,,,,700.0,,,15698560.0,,
,,,,,,,,,,,9912,,,,,,,,,,,,,,,,,,,1732322140.0,,,,,,700.0,,,15718016.0,,
,,,,,,,,,,,9950,,,,,,,,,,,,,,,,,,,1732322178.0,,,,,,670.0,,,15787008.0,,
,,,,,,,,,,,9987,,,,,,,,,,,,,,,,,,,1732322215.0,,,,,,620.0,,,15851520.0,,
,,,,,,,,,,,10025,,,,,,,,,,,,,,,,,,,1732322253.0,,,,,,690.0,,,15921152.0,,
,,,,,,,,,,,10091,,,,,,,,,,,,,,,,,,,1732322319.0,,,,,,1180.0,,,16037120.0,,
,,,,,,,,,,,10183,,,,,,,,,,,,,,,,,,,1732322411.0,,,,,,710.0,,,16200704.0,,
,,,,,,,,,,,10226,,,,,,,,,,,,,,,,,,,1732322454.0,,,,,,680.0,,,16273280.0,,
,,,,,,,,,,,10238,,,,,,,,,,,,,,,,,,,1732322466.0,,,,,,630.0,,,16297088.0,,
,,,,,,,,,,,10272,,,,,,,,,,,,,,,,,,,1732322500.0,,,,,,600.0,,,16353152.0,,
,,,,,,,,,,,10275,,,,,,,,,,,,,,,,,,,1732322503.0,,,,,,650.0,,,16362112.0,,
,,,,,,,,,,,10276,,,,,,,,,,,,,,,,,,,1732322504.0,,,,,,600.0,,,16367232.0,,
,,,,,,,,,,,10346,,,,,,,,,,,,,,,,,,,1732322574.0,,,,,,740.0,,,16483456.0,,
,,,,,,,,,,,10368,,,,,,,,,,,,,,,,,,,1732322596.0,,,,,,1210.0,,,16529152.0,,
,,,,,,,,,,,10422,,,,,,,,,,,,,,,,,,,1732322650.0,,,,,,630.0,,,16623360.0,,
,,,,,,,,,,,10448,,,,,,,,,,,,,,,,,,,1732322676.0,,,,,,530.0,,,16667520.0,,
,,,,,,,,,,,10487,,,,,,,,,,,,,,,,,,,1732322715.0,,,,,,730.0,,,16740096.0,,
,,,,,,,,,,,10589,,,,,,,,,,,,,,,,,,,1732322817.0,,,,,,590.0,,,16918912.0,,
,,,,,,,,,,,10642,,,,,,,,,,,,,,,,,,,1732322870.0,,,,,,630.0,,,17009536.0,,
,,,,,,,,,,,10660,,,,,,,,,,,,,,,,,,,1732322888.0,,,,,,1170.0,,,17042304.0,,
,,,,,,,,,,,10718,,,,,,,,,,,,,,,,,,,1732322946.0,,,,,,580.0,,,17147392.0,,
,,,,,,,,,,,10734,,,,,,,,,,,,,,,,,,,1732322962.0,,,,,,580.0,,,17172864.0,,
,,,,,,,,,,,10867,,,,,,,,,,,,,,,,,,,1732323095.0,,,,,,1200.0,,,17411072.0,,
,,,,,,,,,,,10876,,,,,,,,,,,,,,,,,,,1732323104.0,,,,,,1220.0,,,17428224.0,,
,,,,,,,,,,,10902,,,,,,,,,,,,,,,,,,,1732323130.0,,,,,,650.0,,,17468160.0,,
,,,,,,,,,,,10933,,,,,,,,,,,,,,,,,,,1732323161.0,,,,,,700.0,,,17529216.0,,
,,,,,,,,,,,10978,,,,,,,,,,,,,,,,,,,1732323206.0,,,,,,1130.0,,,17605120.0,,
,,,,,,,,,,,10987,,,,,,,,,,,,,,,,,,,1732323215.0,,,,,,660.0,,,17622016.0,,
,,,,,,,,,,,11026,,,,,,,,,,,,,,,,,,,1732323254.0,,,,,,720.0,,,17691904.0,,
,,,,,,,,,,,11052,,,,,,,,,,,,,,,,,,,1732323280.0,,,,,,1250.0,,,17734784.0,,
,,,,,,,,,,,11245,,,,,,,,,,,,,,,,,,,1732323473.0,,,,,,1270.0,,,18071808.0,,
,,,,,,,,,,,11305,,,,,,,,,,,,,,,,,,,1732323533.0,,,,,,610.0,,,18184320.0,,
,,,,,,,,,,,11324,,,,,,,,,,,,,,,,,,,1732323552.0,,,,,,1220.0,,,18216576.0,,
,,,,,,,,,,,11414,,,,,,,,,,,,,,,,,,,1732323642.0,,,,,,1230.0,,,18368896.0,,
,,,,,,,,,,,11445,,,,,,,,,,,,,,,,,,,1732323673.0,,,,,,590.0,,,18429056.0,,
,,,,,,,,,,,11450,,,,,,,,,,,,,,,,,,,1732323678.0,,,,,,590.0,,,18432128.0,,
0.07638460397720337,0.009374457411468029,9.196623086929321,0.07468982793228886,0.1090850830078125,0.007433749735355377,0.0015261787921190262,0.00708248745650053,-0.00441610487177968,0.6758670806884766,0.06440435278047509,11507,0.0051911319606006145,1131.0,1.591022253036499,0.005593149457126856,0.01623956486582756,0.0019654554780572653,1.600396752357483,1355.0,0.07513875514268875,1611.0,800.46875,0.6097218990325928,0.024241959676146507,0.0,0.06755260945810809,848.552734375,0.0006049906951375306,0.0001,1732323735.0,827.015625,753.43359375,0.08824992179870605,0.0,0.06019214913249016,,1820.0,0.0,18530304.0,0.6171556711196899,118.0
,,,,,,,,,,,11620,,,,,,,,,,,,,,,,,,,1732323848.0,,,,,,710.0,,,18730368.0,,
,,,,,,,,,,,11669,,,,,,,,,,,,,,,,,,,1732323897.0,,,,,,660.0,,,18819328.0,,
,,,,,,,,,,,11763,,,,,,,,,,,,,,,,,,,1732323991.0,,,,,,730.0,,,18983424.0,,
,,,,,,,,,,,11839,,,,,,,,,,,,,,,,,,,1732324067.0,,,,,,530.0,,,19118592.0,,
,,,,,,,,,,,11932,,,,,,,,,,,,,,,,,,,1732324160.0,,,,,,1070.0,,,19280256.0,,
,,,,,,,,,,,11959,,,,,,,,,,,,,,,,,,,1732324187.0,,,,,,600.0,,,19325696.0,,
,,,,,,,,,,,11969,,,,,,,,,,,,,,,,,,,1732324197.0,,,,,,570.0,,,19344640.0,,
0.07077158242464066,-0.020203642547130585,9.100218296051025,0.06268501173930058,0.0473785400390625,-0.009540030732750893,0.0011643869802355766,0.006863052491098642,-0.002966793719679117,0.65360426902771,0.057678711829156945,11993,0.0048416126519441605,1183.0,1.6557860374450684,0.00774620845913887,0.015076928772032261,0.001701361732557416,1.6355823278427124,1567.0,0.06708735227584839,1617.0,702.109375,0.6283758878707886,-0.03928370028734207,0.0,0.06001173930056957,743.9140625,0.0005966222961433232,0.0001,1732324221.0,740.484375,664.60546875,0.0994287058711052,0.0,0.059508610516786575,560.0,1870.0,0.0,19382272.0,0.6188358068466187,113.0
0.07763761281967163,-0.006275007966905832,9.347897052764893,0.0630235583124393,0.1362457275390625,0.0010886751115322113,0.002655389253050089,0.008226640522480011,-0.0027893283404409885,0.637485146522522,0.05758869693763678,12003,0.004814896732568741,1184.0,1.6904041767120361,0.0073354714550077915,0.016425680369138718,0.0009676324552856386,1.6841291189193726,1567.0,0.0732833668589592,1617.0,715.625,0.5750070214271545,-0.004097657278180122,0.0,0.06019290134639633,757.578125,0.0005868377047590911,0.0001,1732324231.0,749.6796875,676.48046875,0.09554813802242279,0.0,0.05949266627430916,,1870.0,0.0,19398656.0,0.576095700263977,115.0
,,,,,,,,,,,12042,,,,,,,,,,,,,,,,,,,1732324270.0,,,,,,280.0,,,19468544.0,,
,,,,,,,,,,,12060,,,,,,,,,,,,,,,,,,,1732324288.0,,,,,,670.0,,,19500416.0,,
,,,,,,,,,,,12155,,,,,,,,,,,,,,,,,,,1732324383.0,,,,,,660.0,,,19670528.0,,
,,,,,,,,,,,12166,,,,,,,,,,,,,,,,,,,1732324394.0,,,,,,610.0,,,19690496.0,,
,,,,,,,,,,,12321,,,,,,,,,,,,,,,,,,,1732324549.0,,,,,,780.0,,,19956480.0,,
,,,,,,,,,,,12461,,,,,,,,,,,,,,,,,,,1732324689.0,,,,,,1190.0,,,20205696.0,,
,,,,,,,,,,,12530,,,,,,,,,,,,,,,,,,,1732324758.0,,,,,,750.0,,,20331776.0,,
,,,,,,,,,,,12564,,,,,,,,,,,,,,,,,,,1732324792.0,,,,,,1110.0,,,20385408.0,,
,,,,,,,,,,,12583,,,,,,,,,,,,,,,,,,,1732324811.0,,,,,,660.0,,,20419712.0,,
,,,,,,,,,,,12687,,,,,,,,,,,,,,,,,,,1732324915.0,,,,,,830.0,,,20603648.0,,
,,,,,,,,,,,12732,,,,,,,,,,,,,,,,,,,1732324960.0,,,,,,620.0,,,20678400.0,,
,,,,,,,,,,,12751,,,,,,,,,,,,,,,,,,,1732324979.0,,,,,,1290.0,,,20712576.0,,
,,,,,,,,,,,12773,,,,,,,,,,,,,,,,,,,1732325001.0,,,,,,560.0,,,20755200.0,,
,,,,,,,,,,,12821,,,,,,,,,,,,,,,,,,,1732325049.0,,,,,,700.0,,,20839936.0,,
,,,,,,,,,,,12830,,,,,,,,,,,,,,,,,,,1732325058.0,,,,,,760.0,,,20855296.0,,
0.0729430690407753,-0.005776187404990196,9.515915870666504,0.0710173335845447,0.0739898681640625,-0.005009912885725498,0.0013974134344607592,0.007126583717763424,-0.0032594604417681694,0.558956503868103,0.06531072914100206,12890,0.00541842682287097,1279.0,1.6101853847503662,0.008351493626832962,0.01610593870282173,0.002547820098698139,1.6044092178344727,1397.0,0.06902244687080383,1626.0,743.4375,0.6690465211868286,-0.015796013176441193,0.0,0.06809609559558834,777.357421875,0.0006292390171438456,0.0001,1732325118.0,712.6328125,709.52734375,0.09802302718162537,0.0,0.057311493903398514,,1700.0,0.0,20955136.0,0.6640366315841675,120.0
,,,,,,,,,,,12895,,,,,,,,,,,,,,,,,,,1732325123.0,,,,,,640.0,,,20969984.0,,
,,,,,,,,,,,12901,,,,,,,,,,,,,,,,,,,1732325129.0,,,,,,590.0,,,20977024.0,,
,,,,,,,,,,,12941,,,,,,,,,,,,,,,,,,,1732325169.0,,,,,,790.0,,,21050112.0,,
,,,,,,,,,,,12995,,,,,,,,,,,,,,,,,,,1732325223.0,,,,,,1290.0,,,21143936.0,,
,,,,,,,,,,,13007,,,,,,,,,,,,,,,,,,,1732325235.0,,,,,,620.0,,,21166592.0,,
,,,,,,,,,,,13043,,,,,,,,,,,,,,,,,,,1732325271.0,,,,,,760.0,,,21229056.0,,
,,,,,,,,,,,13050,,,,,,,,,,,,,,,,,,,1732325278.0,,,,,,510.0,,,21236992.0,,
,,,,,,,,,,,13070,,,,,,,,,,,,,,,,,,,1732325298.0,,,,,,690.0,,,21274240.0,,
,,,,,,,,,,,13211,,,,,,,,,,,,,,,,,,,1732325439.0,,,,,,600.0,,,21520384.0,,
,,,,,,,,,,,13228,,,,,,,,,,,,,,,,,,,1732325456.0,,,,,,620.0,,,21548160.0,,
,,,,,,,,,,,13230,,,,,,,,,,,,,,,,,,,1732325458.0,,,,,,520.0,,,21554816.0,,
,,,,,,,,,,,13293,,,,,,,,,,,,,,,,,,,1732325521.0,,,,,,750.0,,,21661824.0,,
,,,,,,,,,,,13467,,,,,,,,,,,,,,,,,,,1732325695.0,,,,,,670.0,,,21969024.0,,
,,,,,,,,,,,13523,,,,,,,,,,,,,,,,,,,1732325751.0,,,,,,690.0,,,22066048.0,,
,,,,,,,,,,,13588,,,,,,,,,,,,,,,,,,,1732325816.0,,,,,,600.0,,,22178048.0,,
,,,,,,,,,,,13643,,,,,,,,,,,,,,,,,,,1732325871.0,,,,,,700.0,,,22269312.0,,
,,,,,,,,,,,13644,,,,,,,,,,,,,,,,,,,1732325872.0,,,,,,620.0,,,22272512.0,,
,,,,,,,,,,,13653,,,,,,,,,,,,,,,,,,,1732325881.0,,,,,,780.0,,,22288768.0,,
,,,,,,,,,,,13693,,,,,,,,,,,,,,,,,,,1732325921.0,,,,,,1060.0,,,22360064.0,,
,,,,,,,,,,,13805,,,,,,,,,,,,,,,,,,,1732326033.0,,,,,,650.0,,,22554880.0,,
,,,,,,,,,,,13842,,,,,,,,,,,,,,,,,,,1732326070.0,,,,,,750.0,,,22619520.0,,
,,,,,,,,,,,13844,,,,,,,,,,,,,,,,,,,1732326072.0,,,,,,730.0,,,22623104.0,,
,,,,,,,,,,,13888,,,,,,,,,,,,,,,,,,,1732326116.0,,,,,,630.0,,,22698112.0,,
,,,,,,,,,,,14012,,,,,,,,,,,,,,,,,,,1732326240.0,,,,,,660.0,,,22915200.0,,
,,,,,,,,,,,14022,,,,,,,,,,,,,,,,,,,1732326250.0,,,,,,840.0,,,22933888.0,,
,,,,,,,,,,,14085,,,,,,,,,,,,,,,,,,,1732326313.0,,,,,,620.0,,,23040896.0,,
,,,,,,,,,,,14115,,,,,,,,,,,,,,,,,,,1732326343.0,,,,,,760.0,,,23095424.0,,
,,,,,,,,,,,14186,,,,,,,,,,,,,,,,,,,1732326414.0,,,,,,1180.0,,,23216768.0,,
,,,,,,,,,,,14190,,,,,,,,,,,,,,,,,,,1732326418.0,,,,,,1280.0,,,23228800.0,,
,,,,,,,,,,,14208,,,,,,,,,,,,,,,,,,,1732326436.0,,,,,,780.0,,,23259136.0,,
,,,,,,,,,,,14219,,,,,,,,,,,,,,,,,,,1732326447.0,,,,,,700.0,,,23281152.0,,
,,,,,,,,,,,14355,,,,,,,,,,,,,,,,,,,1732326583.0,,,,,,730.0,,,23513728.0,,
,,,,,,,,,,,14478,,,,,,,,,,,,,,,,,,,1732326706.0,,,,,,710.0,,,23731840.0,,
0.07460174709558487,0.0015414734371006489,9.138683557510376,0.07758502387715764,0.1157684326171875,0.0052947415970265865,0.0029615319799631834,0.00607261061668396,-0.0004897871986031532,0.4429587125778198,0.07219375461963216,14578,0.005507056601345539,1459.0,1.7062420845031738,0.006266243755817413,0.016884569078683853,0.0027306731790304184,1.7077834606170654,1348.0,0.06936506927013397,1640.0,815.703125,0.6210387349128723,0.01213095709681511,0.0,0.07466321975680806,853.20703125,0.000509140023496002,0.0001,1732326806.0,757.375,781.5625,0.09272848814725876,0.0,0.05179541930556297,,1320.0,0.0,23904256.0,0.626333475112915,121.0
,,,,,,,,,,,14581,,,,,,,,,,,,,,,,,,,1732326809.0,,,,,,690.0,,,23912576.0,,
,,,,,,,,,,,14600,,,,,,,,,,,,,,,,,,,1732326828.0,,,,,,630.0,,,23945984.0,,
,,,,,,,,,,,14600,,,,,,,,,,,,,,,,,,,1732326828.0,,,,,,780.0,,,23947392.0,,
,,,,,,,,,,,14630,,,,,,,,,,,,,,,,,,,1732326858.0,,,,,,660.0,,,24001152.0,,
0.07513996213674545,0.005551931448280811,9.388765335083008,0.07695208897955044,0.079803466796875,-0.00021516752894967794,0.0018579611787572503,0.006377292796969414,-0.001692543737590313,0.3999711871147156,0.0708135262829896,14700,0.004635700490325689,1472.0,1.6640770435333252,0.0038590463809669018,0.017192192375659943,0.0018698140047490597,1.6696290969848633,1215.0,0.07211430370807648,1641.0,825.625,0.5235971808433533,0.005121596157550812,0.0,0.07276101827562717,872.04296875,0.0005191527307033539,0.0001,1732326928.0,753.234375,781.16015625,0.09532182663679123,0.0,0.05159736052155495,,1800.0,0.0,24117248.0,0.5233820676803589,117.0
,,,,,,,,,,,14712,,,,,,,,,,,,,,,,,,,1732326940.0,,,,,,670.0,,,24144256.0,,
,,,,,,,,,,,14770,,,,,,,,,,,,,,,,,,,1732326998.0,,,,,,690.0,,,24248192.0,,
,,,,,,,,,,,14957,,,,,,,,,,,,,,,,,,,1732327185.0,,,,,,750.0,,,24575616.0,,
,,,,,,,,,,,15010,,,,,,,,,,,,,,,,,,,1732327238.0,,,,,,740.0,,,24662144.0,,
,,,,,,,,,,,15028,,,,,,,,,,,,,,,,,,,1732327256.0,,,,,,730.0,,,24692096.0,,
,,,,,,,,,,,15050,,,,,,,,,,,,,,,,,,,1732327278.0,,,,,,660.0,,,24736256.0,,
,,,,,,,,,,,15077,,,,,,,,,,,,,,,,,,,1732327305.0,,,,,,700.0,,,24778752.0,,
,,,,,,,,,,,15152,,,,,,,,,,,,,,,,,,,1732327380.0,,,,,,1230.0,,,24912512.0,,
,,,,,,,,,,,15154,,,,,,,,,,,,,,,,,,,1732327382.0,,,,,,810.0,,,24918528.0,,
,,,,,,,,,,,15215,,,,,,,,,,,,,,,,,,,1732327443.0,,,,,,810.0,,,25018880.0,,
,,,,,,,,,,,15229,,,,,,,,,,,,,,,,,,,1732327457.0,,,,,,600.0,,,25048064.0,,
,,,,,,,,,,,15302,,,,,,,,,,,,,,,,,,,1732327530.0,,,,,,1730.0,,,25172864.0,,
0.07667674869298935,-0.003147208597511053,9.174195289611816,0.09973831142480326,0.06048583984375,0.004398822318762541,0.0015582023188471794,0.008206355385482311,-0.0015408499166369438,0.4772011935710907,0.08120430187394022,15356,0.004496297799050808,1542.0,1.7466254234313965,0.005299309268593788,0.017922859638929367,0.0004330740193836391,1.7434782981872559,1260.0,0.07194196432828903,1646.0,936.328125,0.5148969888687134,0.005650436505675316,0.0,0.09010728416353861,988.208984375,0.000507912365719676,0.0001,1732327584.0,781.3203125,889.13671875,0.09698791801929474,0.0,0.05080506578087807,,1820.0,0.0,25264128.0,0.519295871257782,121.0
,,,,,,,,,,,15443,,,,,,,,,,,,,,,,,,,1732327671.0,,,,,,1850.0,,,25418112.0,,
,,,,,,,,,,,15445,,,,,,,,,,,,,,,,,,,1732327673.0,,,,,,860.0,,,25425408.0,,
,,,,,,,,,,,15460,,,,,,,,,,,,,,,,,,,1732327688.0,,,,,,760.0,,,25447808.0,,
,,,,,,,,,,,15492,,,,,,,,,,,,,,,,,,,1732327720.0,,,,,,1230.0,,,25509504.0,,
,,,,,,,,,,,15556,,,,,,,,,,,,,,,,,,,1732327784.0,,,,,,670.0,,,25620736.0,,
0.08259101957082748,-0.003825981868430972,9.037551641464233,0.1142935495441963,0.104644775390625,-0.005356218665838242,0.004335795529186726,0.007524179294705391,0.003339934628456831,0.43097466230392456,0.09067171716256758,15589,0.0040692174807190895,1567.0,1.8404954671859741,0.0035413065925240517,0.018396902829408646,0.005398556590080261,1.8366694450378418,1271.0,0.07414931803941727,1647.0,988.28125,0.540623664855957,-0.014538420364260674,0.0,0.10258482006985611,1043.140625,0.0004992025205865502,0.0001,1732327817.0,795.9453125,933.033203125,0.12342796474695206,0.0,0.05058426409959793,,2270.0,0.0,25673728.0,0.5352674126625061,118.0
,,,,,,,,,,,15590,,,,,,,,,,,,,,,,,,,1732327818.0,,,,,,780.0,,,25678976.0,,
,,,,,,,,,,,15608,,,,,,,,,,,,,,,,,,,1732327836.0,,,,,,1820.0,,,25709184.0,,
,,,,,,,,,,,15620,,,,,,,,,,,,,,,,,,,1732327848.0,,,,,,1350.0,,,25733504.0,,
,,,,,,,,,,,15639,,,,,,,,,,,,,,,,,,,1732327867.0,,,,,,1340.0,,,25767680.0,,
,,,,,,,,,,,15739,,,,,,,,,,,,,,,,,,,1732327967.0,,,,,,770.0,,,25939840.0,,
,,,,,,,,,,,15778,,,,,,,,,,,,,,,,,,,1732328006.0,,,,,,1310.0,,,26014592.0,,
,,,,,,,,,,,15830,,,,,,,,,,,,,,,,,,,1732328058.0,,,,,,1170.0,,,26101632.0,,
,,,,,,,,,,,15851,,,,,,,,,,,,,,,,,,,1732328079.0,,,,,,1280.0,,,26139904.0,,
